transaction_date,merchant_category,transaction_amount
2019-11-13,Kids Pets,7999.97
2019-11-13,Misc Net,6293.32
2019-11-13,Health Fitness,3905.2
2019-11-13,Grocery Pos,14364.53
2019-11-13,Grocery Net,2717.08
2019-11-13,Gas Transport,8026.3
2019-11-13,Food Dining,4785.43
2019-11-13,Entertainment,5273.5
2019-11-13,Home,7184.58
2019-11-14,Travel,4534.17
2019-11-14,Shopping Pos,14703.82
2019-11-14,Shopping Net,16198.7
2019-11-14,Personal Care,4928.39
2019-11-14,Misc Pos,6191.21
2019-11-14,Misc Net,6148.0
2019-11-14,Kids Pets,9287.72
2019-11-14,Home,8216.01
2019-11-14,Grocery Pos,22011.7
2019-11-14,Grocery Net,2703.7400000000002
2019-11-14,Gas Transport,9979.210000000001
2019-11-14,Food Dining,5120.7699999999995
2019-11-14,Entertainment,6052.62
2019-11-14,Health Fitness,5476.41
2019-11-15,Travel,2372.78
2019-11-15,Shopping Pos,13987.94
2019-11-15,Shopping Net,14376.45
2019-11-15,Personal Care,5380.7
2019-11-15,Misc Pos,6936.18
2019-11-15,Misc Net,7646.37
2019-11-15,Kids Pets,7582.17
2019-11-15,Health Fitness,5341.63
2019-11-15,Grocery Pos,17139.94
2019-11-15,Grocery Net,2938.62
2019-11-15,Gas Transport,9814.6
2019-11-15,Food Dining,5049.24
2019-11-15,Entertainment,6304.64
2019-11-15,Home,8430.15
2019-11-16,Misc Net,8862.7
2019-11-16,Travel,8395.68
2019-11-16,Shopping Pos,18088.15
2019-11-16,Shopping Net,14900.66
2019-11-16,Personal Care,9550.39
2019-11-16,Misc Pos,7286.17
2019-11-16,Kids Pets,11615.15
2019-11-16,Entertainment,8250.04
2019-11-16,Health Fitness,7632.639999999999
2019-11-16,Food Dining,7764.42
2019-11-16,Gas Transport,14080.380000000001
2019-11-16,Home,11080.66
2019-11-16,Grocery Pos,24132.72
2019-11-16,Grocery Net,4022.38
2019-11-17,Travel,28942.53
2019-11-17,Shopping Pos,21402.89
2019-11-17,Shopping Net,13827.32
2019-11-17,Personal Care,8562.44
2019-11-17,Misc Pos,12408.51
2019-11-17,Kids Pets,14525.460000000001
2019-11-17,Misc Net,11544.35
2019-11-17,Health Fitness,9775.46
2019-11-17,Grocery Pos,29358.49
2019-11-17,Grocery Net,5299.19
2019-11-17,Gas Transport,17737.79
2019-11-17,Food Dining,8945.59
2019-11-17,Entertainment,9850.12
2019-11-17,Home,14986.47
2019-11-18,Travel,7375.51
2019-11-18,Shopping Pos,14178.789999999999
2019-11-18,Shopping Net,8247.88
2019-11-18,Personal Care,8995.69
2019-11-18,Misc Pos,12495.0
2019-11-18,Kids Pets,13525.77
2019-11-18,Misc Net,6312.56
2019-11-18,Health Fitness,8795.23
2019-11-18,Grocery Pos,25811.43
2019-11-18,Grocery Net,5455.82
2019-11-18,Gas Transport,15615.41
2019-11-18,Food Dining,9922.61
2019-11-18,Entertainment,14235.51
2019-11-18,Home,13699.86
2019-11-19,Travel,729.9300000000001
2019-11-19,Shopping Pos,7718.11
2019-11-19,Shopping Net,10874.28
2019-11-19,Personal Care,4237.22
2019-11-19,Misc Pos,4622.4
2019-11-19,Misc Net,5452.07
2019-11-19,Kids Pets,6027.33
2019-11-19,Home,6281.38
2019-11-19,Grocery Pos,14697.54
2019-11-19,Grocery Net,2854.71
2019-11-19,Gas Transport,7265.59
2019-11-19,Food Dining,4291.67
2019-11-19,Entertainment,6347.15
2019-11-19,Health Fitness,4585.53
2019-11-20,Travel,3049.62
2019-11-20,Shopping Pos,9266.23
2019-11-20,Shopping Net,9802.18
2019-11-20,Personal Care,4857.91
2019-11-20,Misc Pos,4097.86
2019-11-20,Kids Pets,7356.5599999999995
2019-11-20,Misc Net,8374.88
2019-11-20,Health Fitness,4964.87
2019-11-20,Entertainment,6552.77
2019-11-20,Food Dining,5051.92
2019-11-20,Home,7107.85
2019-11-20,Grocery Net,2896.94
2019-11-20,Grocery Pos,16478.33
2019-11-20,Gas Transport,9017.61
2019-11-21,Travel,2178.14
2019-11-21,Shopping Pos,17964.02
2019-11-21,Shopping Net,7924.69
2019-11-21,Personal Care,4895.73
2019-11-21,Misc Pos,5082.9
2019-11-21,Kids Pets,5767.62
2019-11-21,Misc Net,6643.75
2019-11-21,Health Fitness,6133.57
2019-11-21,Grocery Pos,19492.38
2019-11-21,Grocery Net,2897.27
2019-11-21,Gas Transport,9967.84
2019-11-21,Food Dining,4212.21
2019-11-21,Entertainment,6851.37
2019-11-21,Home,8078.66
2019-11-22,Travel,3693.15
2019-11-22,Shopping Pos,9083.28
2019-11-22,Shopping Net,6320.62
2019-11-22,Personal Care,4032.33
2019-11-22,Misc Pos,5781.47
2019-11-22,Kids Pets,7570.3
2019-11-22,Misc Net,4462.61
2019-11-22,Health Fitness,4959.73
2019-11-22,Entertainment,6971.34
2019-11-22,Food Dining,6972.13
2019-11-22,Home,8628.15
2019-11-22,Grocery Net,3397.58
2019-11-22,Grocery Pos,17072.7
2019-11-22,Gas Transport,11464.35
2019-11-23,Travel,4484.7699999999995
2019-11-23,Shopping Pos,20403.63
2019-11-23,Shopping Net,13214.81
2019-11-23,Personal Care,7217.99
2019-11-23,Misc Pos,9973.23
2019-11-23,Kids Pets,12238.03
2019-11-23,Misc Net,12712.34
2019-11-23,Health Fitness,6239.61
2019-11-23,Grocery Pos,20776.29
2019-11-23,Grocery Net,4796.08
2019-11-23,Gas Transport,14733.47
2019-11-23,Food Dining,9006.47
2019-11-23,Entertainment,9169.78
2019-11-23,Home,13316.78
2019-11-24,Travel,4610.67
2019-11-24,Shopping Pos,18428.96
2019-11-24,Shopping Net,19168.08
2019-11-24,Personal Care,9153.52
2019-11-24,Misc Pos,8276.29
2019-11-24,Misc Net,10441.33
2019-11-24,Kids Pets,13661.27
2019-11-24,Health Fitness,9472.4
2019-11-24,Entertainment,9532.14
2019-11-24,Food Dining,9846.71
2019-11-24,Home,14694.52
2019-11-24,Grocery Net,4890.25
2019-11-24,Grocery Pos,29866.23
2019-11-24,Gas Transport,18395.36
2019-11-25,Travel,28676.23
2019-11-25,Shopping Pos,15634.86
2019-11-25,Shopping Net,16828.99
2019-11-25,Personal Care,10340.71
2019-11-25,Misc Pos,11983.54
2019-11-25,Kids Pets,14528.43
2019-11-25,Misc Net,7601.88
2019-11-25,Health Fitness,9173.71
2019-11-25,Grocery Pos,30589.26
2019-11-25,Grocery Net,5252.4
2019-11-25,Gas Transport,15886.71
2019-11-25,Food Dining,9605.15
2019-11-25,Entertainment,13762.33
2019-11-25,Home,16349.54
2019-11-26,Travel,3504.69
2019-11-26,Shopping Pos,11726.9
2019-11-26,Shopping Net,17110.12
2019-11-26,Personal Care,4299.07
2019-11-26,Misc Pos,3682.29
2019-11-26,Kids Pets,5702.72
2019-11-26,Misc Net,3094.54
2019-11-26,Health Fitness,4629.57
2019-11-26,Entertainment,6245.64
2019-11-26,Food Dining,5058.0
2019-11-26,Home,7973.45
2019-11-26,Grocery Net,2107.4700000000003
2019-11-26,Grocery Pos,11946.33
2019-11-26,Gas Transport,7064.06
2019-11-27,Travel,2872.49
2019-11-27,Shopping Pos,12359.32
2019-11-27,Shopping Net,5577.04
2019-11-27,Personal Care,4765.5
2019-11-27,Misc Pos,4683.62
2019-11-27,Kids Pets,6674.8
2019-11-27,Misc Net,6010.9800000000005
2019-11-27,Health Fitness,3819.93
2019-11-27,Grocery Pos,17293.34
2019-11-27,Grocery Net,2449.39
2019-11-27,Gas Transport,8696.35
2019-11-27,Food Dining,5238.72
2019-11-27,Entertainment,7464.96
2019-11-27,Home,8114.88
2019-11-28,Travel,10839.17
2019-11-28,Shopping Pos,10680.19
2019-11-28,Shopping Net,10191.26
2019-11-28,Personal Care,4730.52
2019-11-28,Misc Pos,6675.3
2019-11-28,Misc Net,6015.49
2019-11-28,Kids Pets,8511.68
2019-11-28,Home,7535.45
2019-11-28,Grocery Pos,17483.44
2019-11-28,Entertainment,6499.3
2019-11-28,Food Dining,5851.48
2019-11-28,Health Fitness,4828.9800000000005
2019-11-28,Grocery Net,2779.64
2019-11-28,Gas Transport,9622.47
2019-11-29,Travel,4041.0699999999997
2019-11-29,Shopping Pos,8370.79
2019-11-29,Shopping Net,12793.0
2019-11-29,Personal Care,5736.0599999999995
2019-11-29,Misc Pos,6545.95
2019-11-29,Kids Pets,6038.64
2019-11-29,Misc Net,4341.82
2019-11-29,Health Fitness,4643.0199999999995
2019-11-29,Grocery Pos,18989.18
2019-11-29,Grocery Net,2542.86
2019-11-29,Gas Transport,9477.88
2019-11-29,Food Dining,5293.97
2019-11-29,Entertainment,5351.54
2019-11-29,Home,9242.84
2019-11-30,Travel,15322.77
2019-11-30,Shopping Pos,31965.27
2019-11-30,Shopping Net,27809.7
2019-11-30,Personal Care,14412.15
2019-11-30,Misc Pos,21880.69
2019-11-30,Misc Net,22771.23
2019-11-30,Kids Pets,22763.88
2019-11-30,Health Fitness,14804.41
2019-11-30,Grocery Pos,49736.29
2019-11-30,Grocery Net,7639.64
2019-11-30,Gas Transport,30018.85
2019-11-30,Food Dining,14447.07
2019-11-30,Entertainment,25598.26
2019-11-30,Home,24677.35
2019-12-01,Travel,37589.04
2019-12-01,Shopping Pos,39410.21
2019-12-01,Shopping Net,31225.12
2019-12-01,Personal Care,15803.47
2019-12-01,Misc Pos,21006.23
2019-12-01,Misc Net,15407.39
2019-12-01,Kids Pets,27347.77
2019-12-01,Home,29500.7
2019-12-01,Grocery Pos,54394.92
2019-12-01,Grocery Net,10192.82
2019-12-01,Gas Transport,31306.77
2019-12-01,Food Dining,18642.84
2019-12-01,Entertainment,24443.3
2019-12-01,Health Fitness,20476.16
2019-12-02,Misc Net,20483.11
2019-12-02,Travel,8083.8
2019-12-02,Shopping Pos,46809.52
2019-12-02,Shopping Net,34089.88
2019-12-02,Personal Care,17575.26
2019-12-02,Misc Pos,26459.91
2019-12-02,Kids Pets,26121.47
2019-12-02,Home,31057.19
2019-12-02,Health Fitness,19367.46
2019-12-02,Grocery Pos,55830.39
2019-12-02,Grocery Net,9547.44
2019-12-02,Gas Transport,32670.13
2019-12-02,Food Dining,17893.77
2019-12-02,Entertainment,26356.77
2019-12-03,Travel,10334.36
2019-12-03,Shopping Pos,16252.92
2019-12-03,Shopping Net,10492.43
2019-12-03,Personal Care,7148.03
2019-12-03,Misc Pos,7959.19
2019-12-03,Misc Net,8206.35
2019-12-03,Kids Pets,13463.63
2019-12-03,Health Fitness,7058.8
2019-12-03,Grocery Pos,27033.99
2019-12-03,Grocery Net,5160.41
2019-12-03,Gas Transport,15969.16
2019-12-03,Food Dining,9572.89
2019-12-03,Entertainment,10487.31
2019-12-03,Home,14195.4
2019-12-04,Misc Net,10090.87
2019-12-04,Travel,13694.09
2019-12-04,Shopping Pos,23799.53
2019-12-04,Shopping Net,17049.34
2019-12-04,Personal Care,8781.81
2019-12-04,Misc Pos,8593.31
2019-12-04,Kids Pets,13072.62
2019-12-04,Home,15042.67
2019-12-04,Health Fitness,9692.06
2019-12-04,Grocery Pos,32809.88
2019-12-04,Grocery Net,4175.21
2019-12-04,Gas Transport,17829.91
2019-12-04,Food Dining,10234.12
2019-12-04,Entertainment,14658.25
2019-12-05,Travel,6300.05
2019-12-05,Shopping Pos,16551.27
2019-12-05,Shopping Net,21992.94
2019-12-05,Personal Care,9940.41
2019-12-05,Misc Pos,15504.47
2019-12-05,Misc Net,7619.28
2019-12-05,Kids Pets,16003.29
2019-12-05,Home,17058.59
2019-12-05,Health Fitness,10792.53
2019-12-05,Grocery Pos,31957.86
2019-12-05,Grocery Net,6369.11
2019-12-05,Gas Transport,20424.63
2019-12-05,Food Dining,9352.21
2019-12-05,Entertainment,16475.13
2019-12-06,Travel,3623.55
2019-12-06,Shopping Pos,20775.04
2019-12-06,Shopping Net,22341.09
2019-12-06,Personal Care,10076.83
2019-12-06,Misc Pos,12918.14
2019-12-06,Misc Net,11229.64
2019-12-06,Kids Pets,15207.74
2019-12-06,Home,19050.24
2019-12-06,Health Fitness,9622.76
2019-12-06,Grocery Pos,34717.23
2019-12-06,Grocery Net,5334.79
2019-12-06,Gas Transport,18508.66
2019-12-06,Food Dining,11052.92
2019-12-06,Entertainment,13309.39
2019-12-07,Travel,19608.02
2019-12-07,Shopping Pos,37936.01
2019-12-07,Shopping Net,40875.43
2019-12-07,Personal Care,16823.4
2019-12-07,Misc Pos,15563.37
2019-12-07,Misc Net,17323.64
2019-12-07,Kids Pets,23780.92
2019-12-07,Home,22610.87
2019-12-07,Health Fitness,15362.86
2019-12-07,Grocery Pos,44653.49
2019-12-07,Grocery Net,8560.12
2019-12-07,Gas Transport,28007.22
2019-12-07,Food Dining,15838.32
2019-12-07,Entertainment,22072.91
2019-12-08,Travel,10566.19
2019-12-08,Shopping Pos,34673.26
2019-12-08,Shopping Net,35826.49
2019-12-08,Personal Care,17998.84
2019-12-08,Misc Pos,28767.25
2019-12-08,Misc Net,19382.72
2019-12-08,Home,29789.18
2019-12-08,Grocery Pos,53619.13
2019-12-08,Health Fitness,19674.7
2019-12-08,Grocery Net,10613.74
2019-12-08,Gas Transport,36400.68
2019-12-08,Food Dining,18524.57
2019-12-08,Entertainment,26121.76
2019-12-08,Kids Pets,26252.44
2019-12-09,Travel,8606.07
2019-12-09,Shopping Pos,33840.97
2019-12-09,Shopping Net,34475.87
2019-12-09,Personal Care,14571.51
2019-12-09,Misc Pos,18226.67
2019-12-09,Misc Net,18105.88
2019-12-09,Kids Pets,24798.38
2019-12-09,Grocery Pos,62518.090000000004
2019-12-09,Health Fitness,19427.07
2019-12-09,Grocery Net,9901.41
2019-12-09,Gas Transport,33683.97
2019-12-09,Food Dining,18519.67
2019-12-09,Entertainment,23114.45
2019-12-09,Home,26754.46
2019-12-10,Misc Pos,8254.74
2019-12-10,Personal Care,7558.46
2019-12-10,Misc Net,9681.57
2019-12-10,Shopping Pos,14777.06
2019-12-10,Travel,6143.57
2019-12-10,Shopping Net,12896.5
2019-12-10,Kids Pets,12629.35
2019-12-10,Home,14845.79
2019-12-10,Health Fitness,8724.26
2019-12-10,Grocery Pos,26985.65
2019-12-10,Grocery Net,4592.84
2019-12-10,Gas Transport,13584.83
2019-12-10,Food Dining,8704.7
2019-12-10,Entertainment,13060.6
2019-12-11,Travel,18791.260000000002
2019-12-11,Shopping Pos,23051.8
2019-12-11,Shopping Net,21724.82
2019-12-11,Personal Care,8951.4
2019-12-11,Misc Pos,13234.99
2019-12-11,Misc Net,11259.44
2019-12-11,Kids Pets,14457.01
2019-12-11,Home,13704.08
2019-12-11,Health Fitness,10817.34
2019-12-11,Grocery Pos,30073.55
2019-12-11,Grocery Net,5145.72
2019-12-11,Gas Transport,17502.62
2019-12-11,Food Dining,9981.1
2019-12-11,Entertainment,13392.94
2019-12-12,Travel,19609.29
2019-12-12,Shopping Pos,18319.55
2019-12-12,Shopping Net,21171.98
2019-12-12,Personal Care,10536.77
2019-12-12,Misc Pos,16717.27
2019-12-12,Misc Net,15150.6
2019-12-12,Kids Pets,17443.81
2019-12-12,Health Fitness,10594.81
2019-12-12,Grocery Pos,36918.22
2019-12-12,Grocery Net,6869.16
2019-12-12,Gas Transport,18889.37
2019-12-12,Food Dining,10917.81
2019-12-12,Entertainment,13728.63
2019-12-12,Home,15203.69
2019-12-13,Home,19042.44
2019-12-13,Travel,8231.89
2019-12-13,Shopping Pos,17520.44
2019-12-13,Shopping Net,19221.26
2019-12-13,Personal Care,10711.88
2019-12-13,Misc Pos,16535.47
2019-12-13,Misc Net,10967.08
2019-12-13,Grocery Pos,33828.92
2019-12-13,Health Fitness,9202.68
2019-12-13,Grocery Net,5009.44
2019-12-13,Gas Transport,20177.25
2019-12-13,Food Dining,11029.64
2019-12-13,Entertainment,16080.81
2019-12-13,Kids Pets,15760.07
2019-12-14,Misc Pos,21268.97
2019-12-14,Personal Care,14996.52
2019-12-14,Misc Net,16673.84
2019-12-14,Shopping Pos,36013.57
2019-12-14,Travel,10571.41
2019-12-14,Shopping Net,19646.29
2019-12-14,Kids Pets,21467.89
2019-12-14,Home,24422.31
2019-12-14,Health Fitness,16121.94
2019-12-14,Grocery Pos,48067.31
2019-12-14,Grocery Net,9145.93
2019-12-14,Gas Transport,28182.12
2019-12-14,Food Dining,15245.47
2019-12-14,Entertainment,20145.42
2019-12-15,Travel,11026.26
2019-12-15,Shopping Pos,43158.59
2019-12-15,Shopping Net,48363.36
2019-12-15,Personal Care,19840.36
2019-12-15,Misc Pos,22944.67
2019-12-15,Misc Net,18382.7
2019-12-15,Kids Pets,24782.55
2019-12-15,Health Fitness,19546.41
2019-12-15,Grocery Pos,54306.33
2019-12-15,Grocery Net,9062.43
2019-12-15,Gas Transport,34991.57
2019-12-15,Food Dining,19321.9
2019-12-15,Entertainment,25485.55
2019-12-15,Home,31200.78
2019-12-16,Misc Net,21046.11
2019-12-16,Travel,8806.49
2019-12-16,Shopping Pos,32760.81
2019-12-16,Shopping Net,37143.16
2019-12-16,Personal Care,16649.48
2019-12-16,Misc Pos,21364.94
2019-12-16,Kids Pets,25260.02
2019-12-16,Home,28399.42
2019-12-16,Health Fitness,16314.15
2019-12-16,Grocery Pos,55879.62
2019-12-16,Grocery Net,11277.97
2019-12-16,Gas Transport,35260.62
2019-12-16,Food Dining,18928.48
2019-12-16,Entertainment,21673.93
2019-12-17,Travel,13625.68
2019-12-17,Shopping Pos,32102.07
2019-12-17,Shopping Net,17948.72
2019-12-17,Personal Care,9008.26
2019-12-17,Misc Pos,7287.17
2019-12-17,Misc Net,9505.24
2019-12-17,Kids Pets,13158.7
2019-12-17,Home,14209.25
2019-12-17,Health Fitness,8078.0
2019-12-17,Grocery Pos,26080.7
2019-12-17,Grocery Net,4308.23
2019-12-17,Gas Transport,14424.99
2019-12-17,Food Dining,8665.52
2019-12-17,Entertainment,10830.619999999999
2019-12-18,Shopping Pos,16471.23
2019-12-18,Shopping Net,15517.35
2019-12-18,Personal Care,9247.09
2019-12-18,Misc Pos,8232.05
2019-12-18,Misc Net,5933.21
2019-12-18,Kids Pets,13757.69
2019-12-18,Travel,5077.43
2019-12-18,Health Fitness,10284.34
2019-12-18,Grocery Pos,29760.03
2019-12-18,Grocery Net,5352.5199999999995
2019-12-18,Gas Transport,17009.45
2019-12-18,Food Dining,10341.74
2019-12-18,Entertainment,13241.92
2019-12-18,Home,14799.41
2019-12-19,Travel,6552.37
2019-12-19,Shopping Pos,23696.66
2019-12-19,Shopping Net,26892.66
2019-12-19,Personal Care,9479.4
2019-12-19,Misc Pos,10434.0
2019-12-19,Misc Net,10020.71
2019-12-19,Kids Pets,12645.64
2019-12-19,Home,16546.99
2019-12-19,Health Fitness,10960.98
2019-12-19,Grocery Pos,32565.36
2019-12-19,Grocery Net,5981.32
2019-12-19,Gas Transport,20356.09
2019-12-19,Food Dining,13213.41
2019-12-19,Entertainment,12791.83
2019-12-20,Travel,5748.62
2019-12-20,Shopping Pos,21562.85
2019-12-20,Shopping Net,21357.71
2019-12-20,Personal Care,9927.98
2019-12-20,Misc Pos,10423.02
2019-12-20,Misc Net,12709.01
2019-12-20,Kids Pets,15793.01
2019-12-20,Home,15314.32
2019-12-20,Health Fitness,10147.41
2019-12-20,Grocery Pos,34726.77
2019-12-20,Grocery Net,4799.4
2019-12-20,Gas Transport,19340.17
2019-12-20,Food Dining,9881.4
2019-12-20,Entertainment,13523.11
2019-12-21,Travel,13197.85
2019-12-21,Shopping Pos,35307.07
2019-12-21,Shopping Net,34804.77
2019-12-21,Personal Care,15037.81
2019-12-21,Misc Pos,21219.67
2019-12-21,Misc Net,17149.28
2019-12-21,Kids Pets,20832.03
2019-12-21,Health Fitness,14821.44
2019-12-21,Grocery Pos,48191.35
2019-12-21,Grocery Net,8516.95
2019-12-21,Gas Transport,29851.73
2019-12-21,Food Dining,16390.45
2019-12-21,Entertainment,22081.19
2019-12-21,Home,25713.73
2019-12-22,Misc Net,18027.47
2019-12-22,Travel,10585.43
2019-12-22,Shopping Pos,31372.29
2019-12-22,Shopping Net,32942.13
2019-12-22,Personal Care,15524.28
2019-12-22,Misc Pos,23228.32
2019-12-22,Kids Pets,24565.23
2019-12-22,Home,26470.25
2019-12-22,Health Fitness,17657.06
2019-12-22,Grocery Pos,53956.71
2019-12-22,Grocery Net,11315.88
2019-12-22,Gas Transport,33255.42
2019-12-22,Food Dining,19263.22
2019-12-22,Entertainment,30298.1
2019-12-23,Travel,10765.51
2019-12-23,Shopping Pos,42352.95
2019-12-23,Shopping Net,35383.46
2019-12-23,Personal Care,13673.38
2019-12-23,Misc Pos,17786.5
2019-12-23,Misc Net,23836.07
2019-12-23,Kids Pets,24883.57
2019-12-23,Health Fitness,18295.23
2019-12-23,Grocery Pos,56263.42
2019-12-23,Grocery Net,9724.66
2019-12-23,Gas Transport,30838.22
2019-12-23,Food Dining,17609.97
2019-12-23,Entertainment,24461.71
2019-12-23,Home,28923.47
2019-12-24,Misc Net,12649.48
2019-12-24,Travel,7298.47
2019-12-24,Shopping Pos,24069.89
2019-12-24,Shopping Net,20029.09
2019-12-24,Personal Care,7301.39
2019-12-24,Misc Pos,7839.72
2019-12-24,Kids Pets,11245.63
2019-12-24,Home,14836.23
2019-12-24,Health Fitness,9559.2
2019-12-24,Grocery Pos,26136.1
2019-12-24,Grocery Net,4209.59
2019-12-24,Gas Transport,15137.59
2019-12-24,Food Dining,6774.74
2019-12-24,Entertainment,9823.32
2019-12-25,Travel,14625.92
2019-12-25,Shopping Pos,21966.49
2019-12-25,Shopping Net,15810.11
2019-12-25,Personal Care,10851.64
2019-12-25,Misc Pos,8173.41
2019-12-25,Misc Net,10732.55
2019-12-25,Kids Pets,13290.42
2019-12-25,Home,14733.41
2019-12-25,Health Fitness,8943.18
2019-12-25,Grocery Pos,28832.94
2019-12-25,Grocery Net,5058.13
2019-12-25,Gas Transport,17124.82
2019-12-25,Food Dining,10088.52
2019-12-25,Entertainment,14334.08
2019-12-26,Shopping Pos,23049.51
2019-12-26,Shopping Net,20674.69
2019-12-26,Personal Care,11602.94
2019-12-26,Misc Pos,10562.08
2019-12-26,Misc Net,10087.81
2019-12-26,Kids Pets,15556.19
2019-12-26,Travel,10681.11
2019-12-26,Health Fitness,9959.52
2019-12-26,Grocery Pos,32718.78
2019-12-26,Grocery Net,5677.96
2019-12-26,Gas Transport,20867.8
2019-12-26,Food Dining,9781.51
2019-12-26,Entertainment,15858.56
2019-12-26,Home,16273.51
2019-12-27,Travel,5914.83
2019-12-27,Shopping Pos,18745.12
2019-12-27,Shopping Net,25998.5
2019-12-27,Personal Care,9222.72
2019-12-27,Misc Pos,9663.66
2019-12-27,Misc Net,8979.13
2019-12-27,Kids Pets,14978.68
2019-12-27,Home,17709.6
2019-12-27,Health Fitness,9513.98
2019-12-27,Grocery Pos,35144.95
2019-12-27,Grocery Net,5335.18
2019-12-27,Gas Transport,19531.61
2019-12-27,Food Dining,11083.3
2019-12-27,Entertainment,13667.59
2019-12-28,Travel,13154.52
2019-12-28,Shopping Pos,34598.67
2019-12-28,Shopping Net,25013.27
2019-12-28,Personal Care,14475.1
2019-12-28,Misc Pos,17588.74
2019-12-28,Misc Net,20534.59
2019-12-28,Kids Pets,24241.92
2019-12-28,Home,22688.7
2019-12-28,Health Fitness,16358.2
2019-12-28,Grocery Pos,56545.14
2019-12-28,Grocery Net,9504.18
2019-12-28,Gas Transport,29676.69
2019-12-28,Food Dining,18828.72
2019-12-28,Entertainment,21394.579999999998
2019-12-29,Travel,11471.8
2019-12-29,Shopping Pos,43697.37
2019-12-29,Shopping Net,27196.48
2019-12-29,Personal Care,17348.63
2019-12-29,Misc Pos,17685.48
2019-12-29,Misc Net,17652.420000000002
2019-12-29,Kids Pets,23529.93
2019-12-29,Home,28289.97
2019-12-29,Health Fitness,18502.02
2019-12-29,Grocery Pos,61821.41
2019-12-29,Grocery Net,9402.14
2019-12-29,Gas Transport,34014.02
2019-12-29,Food Dining,18728.07
2019-12-29,Entertainment,25120.51
2019-12-30,Shopping Pos,39221.85
2019-12-30,Shopping Net,33103.72
2019-12-30,Personal Care,18448.61
2019-12-30,Misc Pos,19795.04
2019-12-30,Misc Net,20697.73
2019-12-30,Kids Pets,24388.83
2019-12-30,Travel,28216.3
2019-12-30,Health Fitness,17311.42
2019-12-30,Grocery Pos,60491.63
2019-12-30,Grocery Net,10199.37
2019-12-30,Gas Transport,33836.79
2019-12-30,Food Dining,18475.72
2019-12-30,Entertainment,22743.61
2019-12-30,Home,26239.97
2019-12-31,Travel,2945.45
2019-12-31,Shopping Pos,15501.43
2019-12-31,Shopping Net,23542.06
2019-12-31,Personal Care,8446.48
2019-12-31,Misc Pos,11200.51
2019-12-31,Misc Net,12080.77
2019-12-31,Kids Pets,11236.14
2019-12-31,Home,12220.88
2019-12-31,Health Fitness,8677.5
2019-12-31,Grocery Pos,28073.72
2019-12-31,Grocery Net,3734.58
2019-12-31,Gas Transport,14713.8
2019-12-31,Food Dining,7834.09
2019-12-31,Entertainment,9757.11
2020-01-01,Shopping Pos,8840.61
2020-01-01,Shopping Net,10978.63
2020-01-01,Personal Care,2739.79
2020-01-01,Misc Pos,5056.4400000000005
2020-01-01,Misc Net,3307.55
2020-01-01,Kids Pets,6597.64
2020-01-01,Travel,4454.36
